record_ID,units_sold
215477,11.0
215479,18.0
215481,12.0
215483,20.0
215487,110.0
215488,85.0
215489,40.0
215490,46.0
215491,56.0
215492,66.0
215496,60.0
215497,39.0
215498,54.0
215499,15.0
215500,8.0
215501,43.0
215502,33.0
215504,8.0
215505,11.0
215506,17.0
215509,65.0
215510,30.0
215513,31.0
215514,41.0
215517,51.0
215518,20.0
215519,42.0
215521,30.0
215522,20.0
215523,74.0
215526,12.0
215529,139.0
215530,85.0
215531,40.0
215533,45.0
215534,83.0
215535,86.0
215538,73.0
215539,40.0
215540,57.0
215541,27.0
215543,40.0
215544,26.0
215545,217.0
215547,9.0
215548,17.0
215550,19.0
215551,19.0
215556,34.0
215557,16.0
215560,22.0
215561,74.0
215562,16.0
215563,31.0
215564,6.0
215566,12.0
215568,209.0
215570,14.0
215573,32.0
215574,32.0
215577,18.0
215578,17.0
215580,58.0
215581,21.0
215582,28.0
215583,22.0
215584,18.0
215585,30.0
215586,27.0
215587,178.0
215589,9.0
215590,15.0
215591,11.0
215592,18.0
215593,15.0
215597,21.0
215598,60.0
215599,22.0
215600,48.0
215601,45.0
215602,38.0
215603,49.0
215604,29.0
215605,23.0
215608,18.0
215609,25.0
215610,167.0
215613,146.0
215614,89.0
215615,60.0
215616,25.0
215617,16.0
215618,96.0
215619,131.0
215620,132.0
215622,28.0
215623,14.0
215624,168.0
215625,82.0
215626,128.0
215627,27.0
215628,16.0
215631,77.0
215632,62.0
215633,189.0
215635,21.0
215636,31.0
215637,6.0
215638,30.0
215639,17.0
215641,53.0
215642,39.0
215643,22.0
215645,40.0
215646,49.0
215647,59.0
215648,53.0
215651,43.0
215652,38.0
215653,43.0
215654,48.0
215655,30.0
215656,216.0
215658,23.0
215659,16.0
215660,82.0
215661,67.0
215662,32.0
215663,34.0
215664,44.0
215665,61.0
215669,52.0
215670,46.0
215671,42.0
215672,51.0
215673,37.0
215677,15.0
215678,5.0
215680,192.0
215681,141.0
215682,86.0
215685,116.0
215686,144.0
215687,121.0
215688,15.0
215691,161.0
215692,75.0
215693,133.0
215694,24.0
215698,78.0
215699,99.0
215700,394.0
215702,17.0
215703,37.0
215704,22.0
215707,78.0
215708,64.0
215709,20.0
215710,21.0
215711,41.0
215712,39.0
215713,39.0
215714,34.0
215715,57.0
215716,120.0
215717,30.0
215718,45.0
215719,30.0
215720,27.0
215722,47.0
215723,68.0
215724,272.0
215726,18.0
215727,41.0
215728,6.0
215730,18.0
215734,45.0
215735,19.0
215736,32.0
215737,34.0
215738,68.0
215739,28.0
215740,21.0
215741,5.0
215742,44.0
215743,71.0
215744,249.0
215747,18.0
215749,53.0
215750,66.0
215752,19.0
215753,38.0
215754,22.0
215756,52.0
215758,44.0
215759,20.0
215760,17.0
215762,16.0
215763,15.0
215764,157.0
215767,53.0
215768,54.0
215769,12.0
215770,30.0
215771,68.0
215772,42.0
215773,41.0
215774,52.0
215775,53.0
215776,80.0
215777,25.0
215778,27.0
215779,20.0
215780,15.0
215781,32.0
215782,29.0
215783,235.0
215785,16.0
215786,20.0
215788,149.0
215789,107.0
215790,36.0
215791,46.0
215792,66.0
215793,95.0
215795,16.0
215796,71.0
215797,35.0
215798,63.0
215799,15.0
215800,9.0
215801,58.0
215802,32.0
215805,11.0
215806,24.0
215812,69.0
215813,53.0
215814,15.0
215815,52.0
215816,62.0
215817,88.0
215821,63.0
215822,36.0
215823,55.0
215824,50.0
215825,29.0
215828,15.0
215829,8.0
215830,44.0
215831,34.0
215832,11.0
215833,41.0
215834,66.0
215835,32.0
215839,76.0
215840,40.0
215841,66.0
215842,37.0
215843,97.0
215844,208.0
215846,26.0
215847,24.0
215850,36.0
215852,14.0
215853,33.0
215854,27.0
215855,14.0
215858,65.0
215859,22.0
215860,40.0
215861,20.0
215862,20.0
215863,29.0
215864,37.0
215865,175.0
215866,8.0
215867,13.0
215868,16.0
215870,12.0
215872,122.0
215873,86.0
215874,52.0
215877,76.0
215878,102.0
215879,94.0
215882,94.0
215883,51.0
215884,80.0
215885,13.0
215886,8.0
215888,54.0
215889,37.0
215890,285.0
215892,14.0
215893,23.0
215895,12.0
215898,11.0
215899,41.0
215900,21.0
215902,19.0
215903,38.0
215904,26.0
215908,78.0
215909,23.0
215910,36.0
215911,21.0
215912,18.0
215913,29.0
215914,43.0
215915,171.0
215918,16.0
215919,13.0
215920,11.0
215921,19.0
215922,18.0
215923,23.0
215924,28.0
215925,22.0
215929,21.0
215930,29.0
215933,13.0
215934,118.0
215937,151.0
215938,82.0
215939,55.0
215942,70.0
215943,93.0
215944,120.0
215947,19.0
215948,117.0
215949,61.0
215950,76.0
215951,20.0
215952,14.0
215953,75.0
215954,50.0
215955,229.0
215957,11.0
215958,23.0
215959,19.0
215962,107.0
215963,108.0
215964,34.0
215965,7.0
215967,23.0
215968,58.0
215969,38.0
215970,16.0
215971,16.0
215972,13.0
215973,80.0
215974,30.0
215975,34.0
215976,23.0
215977,22.0
215978,35.0
215979,42.0
215980,229.0
215981,12.0
215982,16.0
215983,16.0
215985,10.0
215986,17.0
215987,36.0
215988,37.0
215989,46.0
215992,31.0
215993,29.0
215994,10.0
215995,12.0
215997,77.0
215998,24.0
215999,30.0
216000,13.0
216001,9.0
216003,29.0
216004,48.0
216005,187.0
216007,15.0
216008,15.0
216010,6.0
216011,8.0
216012,13.0
216013,220.0
216014,194.0
216015,70.0
216016,17.0
216018,110.0
216019,148.0
216020,188.0
216024,187.0
216025,87.0
216026,144.0
216027,28.0
216028,23.0
216030,112.0
216031,65.0
216032,342.0
216033,11.0
216034,21.0
216035,47.0
216036,72.0
216037,54.0
216039,11.0
216040,87.0
216041,83.0
216042,48.0
216043,60.0
216044,71.0
216047,19.0
216048,55.0
216049,29.0
216050,45.0
216051,15.0
216052,7.0
216053,46.0
216054,24.0
216057,12.0
216058,15.0
216062,157.0
216063,88.0
216064,70.0
216065,12.0
216067,106.0
216068,144.0
216069,121.0
216071,132.0
216072,110.0
216073,103.0
216074,24.0
216075,12.0
216077,76.0
216078,54.0
216080,10.0
216081,15.0
216082,26.0
216084,32.0
216087,41.0
216091,17.0
216092,33.0
216093,27.0
216094,12.0
216095,12.0
216096,23.0
216097,63.0
216098,22.0
216099,26.0
216100,16.0
216101,13.0
216103,29.0
216104,43.0
216105,120.0
216106,12.0
216107,15.0
216108,16.0
216109,33.0
216110,26.0
216112,8.0
216113,23.0
216114,20.0
216115,9.0
216118,45.0
216119,12.0
216120,45.0
216121,8.0
216124,33.0
216125,133.0
216128,12.0
216131,44.0
216132,29.0
216135,19.0
216136,61.0
216137,46.0
216138,8.0
216141,121.0
216142,48.0
216143,72.0
216144,29.0
216145,29.0
216147,46.0
216148,54.0
216149,166.0
216150,12.0
216151,16.0
216152,19.0
216154,19.0
216155,34.0
216156,31.0
216159,13.0
216160,36.0
216161,17.0
216163,14.0
216164,37.0
216165,16.0
216166,11.0
216167,11.0
216168,24.0
216171,10.0
216176,7.0
216177,14.0
216178,30.0
216179,16.0
216180,9.0
216182,30.0
216183,12.0
216184,14.0
216186,11.0
216187,12.0
216190,7.0
216191,93.0
216192,57.0
216193,35.0
216195,54.0
216196,91.0
216197,89.0
216200,67.0
216201,39.0
216202,55.0
216203,9.0
216205,53.0
216206,26.0
216207,150.0
216208,12.0
216209,16.0
216210,25.0
216211,9.0
216213,61.0
216214,57.0
216215,18.0
216217,35.0
216218,43.0
216219,35.0
216223,51.0
216224,41.0
216225,36.0
216226,30.0
216227,39.0
216228,289.0
216229,10.0
216231,16.0
216232,33.0
216233,27.0
216236,23.0
216237,22.0
216241,79.0
216242,29.0
216243,51.0
216244,21.0
216245,18.0
216246,31.0
216247,39.0
216248,183.0
216250,10.0
216251,12.0
216254,73.0
216255,71.0
216256,32.0
216258,24.0
216259,55.0
216260,40.0
216261,12.0
216262,17.0
216263,19.0
216264,112.0
216265,32.0
216266,51.0
216267,23.0
216268,20.0
216270,44.0
216271,44.0
216272,225.0
216273,12.0
216274,13.0
216275,33.0
216276,50.0
216278,20.0
216279,18.0
216282,27.0
216283,20.0
216287,37.0
216288,12.0
216289,11.0
216292,19.0
216293,85.0
216296,12.0
216297,150.0
216298,104.0
216299,53.0
216301,54.0
216302,61.0
216303,89.0
216307,97.0
216308,49.0
216309,72.0
216310,23.0
216311,15.0
216312,53.0
216313,89.0
216314,149.0
216315,6.0
216316,9.0
216317,20.0
216319,19.0
216324,122.0
216325,93.0
216326,53.0
216329,77.0
216330,105.0
216331,110.0
216332,22.0
216335,75.0
216336,47.0
216337,61.0
216340,56.0
216341,30.0
216342,275.0
216344,12.0
216345,18.0
216346,37.0
216348,75.0
216349,74.0
216350,39.0
216352,21.0
216353,42.0
216354,42.0
216355,13.0
216356,12.0
216357,14.0
216358,91.0
216359,30.0
216360,49.0
216361,26.0
216362,24.0
216363,39.0
216364,48.0
216365,188.0
216366,12.0
216367,19.0
216368,23.0
216369,33.0
216370,13.0
216372,16.0
216373,38.0
216374,25.0
216376,16.0
216377,39.0
216378,23.0
216379,21.0
216381,20.0
216382,56.0
216383,17.0
216384,16.0
216385,19.0
216386,33.0
216387,127.0
216389,12.0
216390,12.0
216391,6.0
216399,20.0
216403,73.0
216404,43.0
216405,28.0
216407,28.0
216408,39.0
216409,58.0
216411,49.0
216412,18.0
216413,38.0
216414,10.0
216416,32.0
216417,21.0
216418,111.0
216421,14.0
216423,9.0
216424,58.0
216425,36.0
216426,9.0
216427,24.0
216428,26.0
216429,8.0
216430,64.0
216431,30.0
216432,32.0
216433,20.0
216434,17.0
216435,35.0
216436,32.0
216437,147.0
216438,12.0
216439,15.0
216440,20.0
216443,19.0
216444,41.0
216445,190.0
216446,164.0
216447,94.0
216450,85.0
216451,128.0
216452,104.0
216455,21.0
216456,130.0
216457,62.0
216458,104.0
216459,26.0
216463,65.0
216464,54.0
216465,325.0
216467,10.0
216468,24.0
216470,22.0
216471,8.0
216473,11.0
216475,10.0
216476,29.0
216478,10.0
216480,58.0
216481,19.0
216482,13.0
216483,11.0
216484,58.0
216485,145.0
216491,87.0
216492,65.0
216493,46.0
216495,51.0
216496,56.0
216497,81.0
216501,54.0
216502,32.0
216503,44.0
216506,36.0
216507,34.0
216509,7.0
216511,18.0
216512,11.0
216514,109.0
216515,82.0
216516,44.0
216517,45.0
216518,60.0
216519,77.0
216521,72.0
216522,34.0
216523,55.0
216524,23.0
216525,18.0
216526,55.0
216527,30.0
216528,210.0
216530,9.0
216531,20.0
216532,31.0
216533,19.0
216536,15.0
216541,34.0
216544,7.0
216545,44.0
216546,201.0
216549,11.0
216551,41.0
216552,27.0
216554,10.0
216555,27.0
216556,77.0
216557,36.0
216558,12.0
216559,11.0
216561,110.0
216562,39.0
216563,59.0
216564,29.0
216565,24.0
216568,39.0
216569,28.0
216570,138.0
216572,16.0
216573,16.0
216577,30.0
216579,11.0
216580,17.0
216581,51.0
216582,32.0
216584,18.0
216585,17.0
216586,43.0
216587,21.0
216588,16.0
216590,8.0
216591,21.0
216592,20.0
216593,129.0
216596,194.0
216597,130.0
216598,28.0
216601,75.0
216602,113.0
216603,105.0
216606,20.0
216607,84.0
216608,41.0
216609,79.0
216610,14.0
216611,8.0
216612,53.0
216613,35.0
216614,214.0
216616,18.0
216617,20.0
216619,10.0
216622,183.0
216623,33.0
216624,8.0
216627,11.0
216628,45.0
216629,20.0
216630,12.0
216631,12.0
216632,12.0
216633,68.0
216634,24.0
216635,29.0
216636,10.0
216637,10.0
216639,47.0
216640,95.0
216641,11.0
216642,13.0
216643,14.0
216645,85.0
216646,87.0
216647,17.0
216648,18.0
216649,29.0
216650,31.0
216651,26.0
216652,25.0
216653,30.0
216654,65.0
216655,20.0
216656,25.0
216657,14.0
216658,12.0
216659,36.0
216660,39.0
216661,168.0
216663,13.0
216664,15.0
216666,10.0
216667,32.0
216668,34.0
216670,17.0
216671,60.0
216672,25.0
216675,53.0
216676,18.0
216677,26.0
216680,24.0
216681,18.0
216685,6.0
216686,7.0
216687,12.0
216688,14.0
216689,71.0
216690,58.0
216691,22.0
216692,18.0
216693,34.0
216694,28.0
216695,8.0
216696,8.0
216697,8.0
216698,51.0
216699,19.0
216700,26.0
216702,14.0
216703,28.0
216704,25.0
216705,121.0
216708,11.0
216709,8.0
216711,14.0
216712,72.0
216713,47.0
216714,30.0
216716,25.0
216717,31.0
216718,51.0
216721,16.0
216722,37.0
216723,19.0
216724,24.0
216725,28.0
216726,14.0
216731,59.0
216732,33.0
216733,25.0
216734,42.0
216735,49.0
216738,32.0
216739,21.0
216740,38.0
216743,29.0
216744,14.0
216748,11.0
216749,65.0
216750,42.0
216751,23.0
216753,27.0
216754,45.0
216755,53.0
216756,70.0
216757,35.0
216758,53.0
216761,31.0
216762,38.0
216763,202.0
216765,8.0
216766,12.0
216767,8.0
216768,27.0
216771,16.0
216772,16.0
216773,11.0
216774,26.0
216779,34.0
216780,15.0
216782,11.0
216783,34.0
216784,120.0
216787,38.0
216788,31.0
216789,7.0
216791,13.0
216793,46.0
216794,16.0
216795,23.0
216796,15.0
216797,13.0
216798,22.0
216799,24.0
216800,92.0
216803,10.0
216805,15.0
216807,52.0
216808,55.0
216809,33.0
216810,8.0
216812,17.0
216813,29.0
216814,29.0
216815,14.0
216817,17.0
216818,65.0
216819,20.0
216820,25.0
216822,7.0
216823,24.0
216824,37.0
216825,165.0
216827,15.0
216828,13.0
216831,22.0
216836,54.0
216837,19.0
216838,12.0
216839,16.0
216840,15.0
216841,49.0
216842,17.0
216843,19.0
216844,13.0
216845,22.0
216849,9.0
216850,32.0
216851,26.0
216852,13.0
216853,10.0
216854,27.0
216855,14.0
216856,9.0
216857,16.0
216858,65.0
216859,17.0
216860,23.0
216861,13.0
216864,43.0
216865,191.0
216868,13.0
216870,73.0
216871,72.0
216874,19.0
216875,30.0
216876,33.0
216877,12.0
216878,11.0
216879,13.0
216880,60.0
216881,30.0
216882,32.0
216883,26.0
216884,21.0
216885,34.0
216886,26.0
216887,158.0
216889,7.0
216890,13.0
216891,21.0
216892,149.0
216893,118.0
216894,42.0
216896,70.0
216897,110.0
216898,102.0
216901,23.0
216902,77.0
216903,55.0
216904,62.0
216905,55.0
216906,40.0
216910,20.0
216914,45.0
216915,38.0
216916,13.0
216918,13.0
216919,30.0
216920,24.0
216923,51.0
216924,17.0
216925,25.0
216926,21.0
216927,19.0
216928,26.0
216929,18.0
216933,10.0
216935,22.0
216936,20.0
216938,8.0
216939,38.0
216940,84.0
216941,25.0
216944,79.0
216945,30.0
216946,24.0
216948,17.0
216949,68.0
216950,313.0
216953,13.0
216956,52.0
216957,54.0
216958,26.0
216960,26.0
216961,56.0
216962,45.0
216963,21.0
216964,23.0
216965,21.0
216966,62.0
216967,32.0
216968,36.0
216969,16.0
216971,32.0
216972,25.0
216973,143.0
216974,11.0
216975,16.0
216976,14.0
216978,50.0
216979,46.0
216982,21.0
216983,31.0
216984,48.0
216986,40.0
216987,19.0
216988,26.0
216991,31.0
216995,12.0
216998,78.0
216999,67.0
217000,23.0
217002,40.0
217003,52.0
217004,65.0
217008,49.0
217009,40.0
217010,41.0
217011,47.0
217012,31.0
217013,321.0
217016,15.0
217018,197.0
217019,118.0
217020,71.0
217023,74.0
217024,101.0
217025,104.0
217027,108.0
217028,54.0
217029,77.0
217030,27.0
217031,32.0
217033,62.0
217034,46.0
217035,316.0
217036,12.0
217037,14.0
217038,35.0
217039,62.0
217040,23.0
217043,215.0
217044,165.0
217045,58.0
217046,10.0
217048,95.0
217049,124.0
217050,121.0
217054,98.0
217055,54.0
217056,71.0
217057,16.0
217058,11.0
217060,73.0
217061,42.0
217062,225.0
217063,9.0
217064,18.0
217065,28.0
217067,16.0
217071,22.0
217072,18.0
217073,12.0
217074,8.0
217075,19.0
217076,53.0
217077,25.0
217080,75.0
217081,22.0
217082,18.0
217083,6.0
217084,18.0
217086,235.0
217089,13.0
217091,41.0
217092,29.0
217094,17.0
217095,30.0
217096,14.0
217099,45.0
217100,16.0
217101,11.0
217104,14.0
217105,43.0
217106,183.0
217108,6.0
217109,9.0
217110,8.0
217113,11.0
217115,17.0
217117,12.0
217119,13.0
217123,110.0
217124,85.0
217125,40.0
217126,46.0
217127,56.0
217128,66.0
217132,59.0
217133,39.0
217134,46.0
217135,15.0
217136,8.0
217137,43.0
217138,33.0
217140,8.0
217141,11.0
217142,17.0
217145,65.0
217146,30.0
217149,31.0
217150,41.0
217153,48.0
217154,20.0
217155,35.0
217158,37.0
217159,16.0
217160,43.0
217163,12.0
217166,139.0
217167,85.0
217168,48.0
217170,46.0
217171,83.0
217172,86.0
217175,73.0
217176,40.0
217177,53.0
217178,27.0
217180,40.0
217181,26.0
217182,129.0
217184,9.0
217185,17.0
217187,19.0
217188,21.0
217193,27.0
217194,16.0
217196,11.0
217197,67.0
217198,16.0
217199,45.0
217200,6.0
217202,14.0
217204,152.0
217206,11.0
217209,34.0
217210,36.0
217213,15.0
217214,16.0
217216,58.0
217217,20.0
217218,28.0
217219,22.0
217220,18.0
217221,30.0
217222,26.0
217223,124.0
217225,7.0
217226,12.0
217228,11.0
217229,20.0
217230,15.0
217233,18.0
217234,42.0
217235,22.0
217236,14.0
217237,13.0
217238,11.0
217239,49.0
217240,29.0
217241,18.0
217244,18.0
217245,25.0
217246,204.0
217249,146.0
217250,89.0
217251,60.0
217252,25.0
217253,15.0
217254,96.0
217255,133.0
217256,132.0
217258,16.0
217259,14.0
217260,167.0
217261,82.0
217262,118.0
217263,27.0
217264,16.0
217267,77.0
217268,61.0
217269,165.0
217271,21.0
217272,30.0
217273,52.0
217274,30.0
217275,17.0
217277,53.0
217278,39.0
217279,22.0
217281,40.0
217282,49.0
217283,59.0
217284,24.0
217287,39.0
217288,38.0
217289,40.0
217290,48.0
217291,26.0
217292,178.0
217294,22.0
217295,16.0
217296,82.0
217297,67.0
217298,32.0
217299,34.0
217300,43.0
217301,60.0
217305,52.0
217306,46.0
217307,40.0
217308,51.0
217309,37.0
217313,15.0
217314,5.0
217316,192.0
217317,141.0
217318,86.0
217321,116.0
217322,144.0
217323,130.0
217324,15.0
217327,159.0
217328,75.0
217329,118.0
217330,24.0
217334,78.0
217335,99.0
217336,495.0
217338,16.0
217339,37.0
217340,22.0
217343,84.0
217344,68.0
217345,22.0
217346,19.0
217347,38.0
217348,39.0
217349,24.0
217350,21.0
217351,17.0
217352,120.0
217353,30.0
217354,45.0
217355,30.0
217356,27.0
217358,47.0
217359,68.0
217360,166.0
217362,14.0
217363,28.0
217364,43.0
217366,19.0
217370,40.0
217371,19.0
217372,17.0
217373,16.0
217374,66.0
217375,28.0
217376,17.0
217377,5.0
217378,44.0
217379,71.0
217380,259.0
217383,15.0
217385,56.0
217386,70.0
217388,17.0
217389,33.0
217390,22.0
217392,15.0
217394,37.0
217395,20.0
217396,14.0
217398,16.0
217399,15.0
217400,166.0
217403,59.0
217404,59.0
217405,14.0
217407,25.0
217408,51.0
217409,42.0
217410,20.0
217411,24.0
217412,24.0
217413,80.0
217414,25.0
217415,27.0
217416,20.0
217417,15.0
217418,32.0
217419,29.0
217420,235.0
217422,13.0
217423,15.0
217425,149.0
217426,107.0
217427,36.0
217428,46.0
217429,66.0
217430,95.0
217432,16.0
217433,71.0
217434,35.0
217435,59.0
217436,15.0
217437,9.0
217438,52.0
217439,31.0
217442,10.0
217443,23.0
217449,69.0
217450,53.0
217451,15.0
217452,52.0
217453,62.0
217454,88.0
217458,59.0
217459,36.0
217460,54.0
217461,50.0
217462,26.0
217465,15.0
217466,8.0
217467,44.0
217468,34.0
217469,11.0
217470,41.0
217471,66.0
217472,33.0
217476,73.0
217477,40.0
217478,60.0
217479,34.0
217480,97.0
217481,208.0
217483,25.0
217484,23.0
217487,39.0
217489,10.0
217490,28.0
217491,27.0
217492,6.0
217495,64.0
217496,22.0
217497,36.0
217498,20.0
217499,20.0
217500,29.0
217501,37.0
217502,165.0
217503,6.0
217504,10.0
217505,13.0
217507,12.0
217509,122.0
217510,86.0
217511,51.0
217514,76.0
217515,99.0
217516,94.0
217519,93.0
217520,51.0
217521,75.0
217522,13.0
217523,8.0
217525,54.0
217526,36.0
217527,283.0
217529,14.0
217530,23.0
217532,12.0
217535,13.0
217536,43.0
217537,22.0
217539,17.0
217540,34.0
217541,26.0
217545,75.0
217546,23.0
217547,32.0
217548,21.0
217549,18.0
217550,29.0
217551,33.0
217552,162.0
217555,13.0
217556,13.0
217557,11.0
217558,21.0
217559,20.0
217560,28.0
217561,31.0
217562,24.0
217566,58.0
217567,33.0
217570,15.0
217571,54.0
217574,160.0
217575,87.0
217576,58.0
217579,84.0
217580,101.0
217581,127.0
217584,21.0
217585,294.0
217586,66.0
217587,83.0
217588,29.0
217589,15.0
217590,81.0
217591,61.0
217592,42.0
217594,18.0
217595,43.0
217596,20.0
217599,84.0
217600,91.0
217601,22.0
217602,24.0
217604,25.0
217605,63.0
217606,41.0
217607,17.0
217608,17.0
217609,14.0
217610,218.0
217611,34.0
217612,37.0
217613,25.0
217614,24.0
217615,40.0
217616,46.0
217617,31.0
217618,9.0
217619,14.0
217620,14.0
217622,10.0
217623,8.0
217624,19.0
217625,54.0
217626,50.0
217629,32.0
217630,31.0
217631,11.0
217632,13.0
217634,177.0
217635,27.0
217636,34.0
217637,14.0
217638,10.0
217640,33.0
217641,50.0
217642,35.0
217644,16.0
217645,17.0
217647,6.0
217648,6.0
217649,10.0
217650,233.0
217651,206.0
217652,73.0
217653,37.0
217655,124.0
217656,131.0
217657,198.0
217661,348.0
217662,93.0
217663,189.0
217664,30.0
217665,24.0
217667,119.0
217668,69.0
217669,49.0
217670,16.0
217671,38.0
217672,54.0
217673,80.0
217674,56.0
217676,12.0
217677,94.0
217678,73.0
217680,59.0
217681,54.0
217682,77.0
217685,16.0
217686,168.0
217687,33.0
217688,50.0
217689,16.0
217690,8.0
217691,52.0
217692,27.0
217695,19.0
217696,24.0
217700,166.0
217701,93.0
217702,74.0
217703,25.0
217705,121.0
217706,154.0
217707,129.0
217709,284.0
217710,67.0
217711,106.0
217712,25.0
217713,13.0
217715,83.0
217716,58.0
217718,16.0
217719,24.0
217720,47.0
217722,34.0
217725,44.0
217729,19.0
217730,35.0
217731,29.0
217732,14.0
217733,14.0
217734,14.0
217735,126.0
217736,25.0
217737,29.0
217738,17.0
217739,14.0
217741,34.0
217742,45.0
217743,33.0
217744,13.0
217745,16.0
217746,18.0
217747,36.0
217748,28.0
217750,9.0
217751,26.0
217752,21.0
217753,11.0
217756,103.0
217757,14.0
217758,22.0
217759,9.0
217761,29.0
217762,29.0
217765,13.0
217768,48.0
217769,31.0
217772,21.0
217773,57.0
217774,49.0
217775,9.0
217778,261.0
217779,53.0
217780,78.0
217781,31.0
217782,31.0
217784,52.0
217785,56.0
217786,35.0
217787,9.0
217788,14.0
217789,16.0
217791,20.0
217792,17.0
217793,25.0
217796,15.0
217797,40.0
217798,18.0
217800,16.0
217801,127.0
217802,18.0
217803,12.0
217804,13.0
217805,34.0
217808,11.0
217813,15.0
217814,16.0
217815,32.0
217816,17.0
217817,11.0
217819,69.0
217820,14.0
217821,16.0
217824,12.0
217825,13.0
217828,7.0
217829,99.0
217830,61.0
217831,37.0
217833,65.0
217834,99.0
217835,95.0
217838,242.0
217839,44.0
217840,57.0
217841,10.0
217843,59.0
217844,27.0
217845,39.0
217846,19.0
217847,26.0
217848,47.0
217849,10.0
217851,64.0
217852,60.0
217853,19.0
217855,43.0
217856,48.0
217857,37.0
217861,139.0
217862,46.0
217863,36.0
217864,34.0
217865,42.0
217866,33.0
217867,16.0
217869,27.0
217870,37.0
217871,30.0
217874,26.0
217875,23.0
217879,184.0
217880,34.0
217881,57.0
217882,23.0
217883,20.0
217884,35.0
217885,41.0
217886,35.0
217888,11.0
217889,14.0
217892,80.0
217893,79.0
217894,34.0
217896,27.0
217897,59.0
217898,43.0
217899,14.0
217900,19.0
217901,21.0
217902,282.0
217903,36.0
217904,56.0
217905,25.0
217906,22.0
217908,49.0
217909,48.0
217910,44.0
217911,13.0
217912,14.0
217913,24.0
217914,51.0
217916,22.0
217917,20.0
217921,28.0
217922,22.0
217926,99.0
217927,14.0
217928,13.0
217931,20.0
217932,17.0
217935,13.0
217936,159.0
217937,110.0
217938,56.0
217940,65.0
217941,68.0
217942,95.0
217946,260.0
217947,55.0
217948,74.0
217949,25.0
217950,16.0
217951,59.0
217952,46.0
217953,82.0
217954,9.0
217955,16.0
217956,37.0
217958,21.0
217963,129.0
217964,99.0
217965,56.0
217968,95.0
217969,116.0
217970,118.0
217971,18.0
217974,271.0
217975,53.0
217976,62.0
217979,63.0
217980,33.0
217981,37.0
217983,20.0
217984,35.0
217985,24.0
217987,81.0
217988,81.0
217989,42.0
217991,24.0
217992,46.0
217993,45.0
217994,14.0
217995,13.0
217996,16.0
217997,209.0
217998,34.0
217999,54.0
218000,28.0
218001,26.0
218002,45.0
218003,51.0
218004,42.0
218005,10.0
218006,20.0
218007,19.0
218008,43.0
218009,14.0
218011,14.0
218012,43.0
218013,28.0
218015,19.0
218016,41.0
218017,24.0
218018,31.0
218020,22.0
218021,107.0
218022,19.0
218023,18.0
218024,22.0
218025,35.0
218026,28.0
218028,13.0
218029,14.0
218030,7.0
218038,22.0
218042,80.0
218043,47.0
218044,29.0
218046,34.0
218047,43.0
218048,63.0
218050,139.0
218051,21.0
218052,38.0
218053,11.0
218055,36.0
218056,23.0
218057,14.0
218060,22.0
218062,9.0
218063,96.0
218064,59.0
218065,10.0
218066,26.0
218067,27.0
218068,9.0
218069,144.0
218070,34.0
218071,36.0
218072,21.0
218073,18.0
218074,40.0
218075,34.0
218076,28.0
218077,9.0
218078,13.0
218079,17.0
218082,11.0
218083,24.0
218084,202.0
218085,173.0
218086,99.0
218089,74.0
218090,140.0
218091,110.0
218094,23.0
218095,304.0
218096,68.0
218097,113.0
218098,28.0
218102,71.0
218103,58.0
218104,34.0
218106,17.0
218107,46.0
218109,24.0
218110,9.0
218112,12.0
218114,12.0
218115,30.0
218117,12.0
218119,123.0
218120,21.0
218121,14.0
218122,13.0
218123,61.0
218124,35.0
218130,94.0
218131,70.0
218132,49.0
218134,62.0
218135,62.0
218136,86.0
218140,173.0
218141,37.0
218142,49.0
218145,41.0
218146,37.0
218148,13.0
218150,33.0
218151,12.0
218153,115.0
218154,87.0
218155,47.0
218156,55.0
218157,63.0
218158,81.0
218160,195.0
218161,38.0
218162,57.0
218163,25.0
218164,19.0
218165,61.0
218166,33.0
218167,23.0
218169,17.0
218170,37.0
218171,30.0
218172,21.0
218175,16.0
218180,79.0
218183,8.0
218184,46.0
218185,31.0
218188,13.0
218190,45.0
218191,29.0
218193,21.0
218194,29.0
218195,84.0
218196,39.0
218197,13.0
218198,12.0
218200,231.0
218201,44.0
218202,79.0
218203,31.0
218204,26.0
218207,43.0
218208,30.0
218209,26.0
218211,18.0
218212,18.0
218216,33.0
218218,12.0
218219,19.0
218220,56.0
218221,34.0
218223,20.0
218224,18.0
218225,139.0
218226,23.0
218227,18.0
218228,9.0
218229,23.0
218230,22.0
218231,16.0
218234,205.0
218235,138.0
218236,30.0
218239,91.0
218240,115.0
218241,111.0
218244,17.0
218245,245.0
218246,46.0
218247,81.0
218248,15.0
218249,8.0
218250,59.0
218251,38.0
218252,23.0
218254,31.0
218255,36.0
218257,10.0
218260,193.0
218261,36.0
218262,9.0
218265,12.0
218266,44.0
218267,22.0
218268,14.0
218269,14.0
218270,14.0
218271,128.0
218272,27.0
218273,31.0
218274,11.0
218275,11.0
218277,49.0
218278,41.0
218279,12.0
218280,14.0
218281,16.0
218283,91.0
218284,94.0
218285,18.0
218286,18.0
218287,32.0
218288,33.0
218289,29.0
218290,27.0
218291,33.0
218292,148.0
218293,22.0
218294,28.0
218295,15.0
218296,13.0
218297,41.0
